agenda,nivel,dimension,nombre,detalle
2030,2,9.1,Infraestructura resiliente,Desarrollar infraestructuras sostenibles y resilientes.
2030,2,9.2,Industrialización sostenible,Promover industrialización inclusiva.
2030,2,9.3,Acceso financiación,Facilitar acceso a financiación para pymes.
2030,2,9.4,Tecnología limpia,Modernizar industria con tecnologías limpias.
2030,2,9.5,Investigación,Fortalecer investigación e innovación.
2030,2,9.a,Infraestructura desarrollo,Apoyar infraestructura en países en desarrollo.
2030,2,9.b,Tecnología industrial,Fomentar adopción de tecnología industrial.
2030,2,9.c,Acceso internet,Ampliar acceso a TIC e internet.
2030,2,10.1,Ingresos 40% pobre,Aumentar ingresos del 40% más pobre.
2030,2,10.2,Inclusión social,Promover inclusión social y económica.
2030,2,10.3,Igualdad oportunidades,Garantizar igualdad de oportunidades.
2030,2,10.4,Políticas redistributivas,Adoptar políticas fiscales y salariales equitativas.
2030,2,10.5,Regulación financiera,Mejorar regulación de mercados financieros.
2030,2,10.6,Representación global,Mejorar representación de países en desarrollo.
2030,2,10.7,Migración segura,Facilitar migración segura y ordenada.
2030,2,10.a,Trato especial,Aplicar trato especial a países en desarrollo.
2030,2,10.b,Flujos financieros,Fomentar flujos financieros hacia desarrollo.
2030,2,10.c,Costes remesas,Reducir costes de envío de remesas.
2030,2,11.1,Vivienda digna,Garantizar acceso a vivienda y servicios básicos seguros.
2030,2,11.2,Transporte seguro,Proporcionar transporte accesible y sostenible.
2030,2,11.3,Urbanización sostenible,Promover planificación urbana inclusiva.
2030,2,11.4,Patrimonio cultural,Proteger patrimonio cultural y natural.
2030,2,11.5,Desastres urbanos,Reducir impacto de desastres en ciudades.
2030,2,11.6,Impacto ambiental urbano,Reducir impacto ambiental negativo de ciudades.
2030,2,11.7,Espacios verdes,Garantizar acceso a espacios públicos seguros y verdes.
2030,2,11.a,Vínculos territoriales,Fortalecer vínculos urbano-rurales.
2030,2,11.b,Gestión riesgos,Implementar planes de gestión de desastres.
2030,2,11.c,Construcción sostenible,Apoyar construcción sostenible en países vulnerables.
2030,2,12.1,Marco consumo sostenible,Aplicar programas de consumo y producción sostenibles.
2030,2,12.2,Uso recursos,Gestionar recursos naturales de forma sostenible.
2030,2,12.3,Desperdicio alimentos,Reducir a la mitad el desperdicio alimentario.
2030,2,12.4,Químicos y residuos,Gestionar químicos y desechos responsablemente.
2030,2,12.5,Reciclaje,Reducir generación de residuos mediante reciclaje.
2030,2,12.6,Empresas sostenibles,Fomentar prácticas empresariales sostenibles.
2030,2,12.7,Compras públicas,Promover contratación pública sostenible.
2030,2,12.8,Información sostenible,Asegurar información sobre estilos de vida sostenibles.
2030,2,12.a,Capacidad científica,Fortalecer capacidades científicas para sostenibilidad.
2030,2,12.b,Turismo sostenible,Desarrollar herramientas para turismo sostenible.
2030,2,12.c,Subsidios fósiles,Racionalizar subsidios a combustibles fósiles.
2030,2,13.1,Resiliencia climática,Fortalecer resiliencia ante riesgos climáticos.
2030,2,13.2,Políticas climáticas,Integrar medidas climáticas en políticas nacionales.
2030,2,13.3,Educación climática,Mejorar educación y sensibilización climática.
2030,2,13.a,Financiación climática,Movilizar financiación para acción climática.
2030,2,13.b,Capacidad adaptación,Fortalecer capacidades en países vulnerables.
2030,2,14.1,Contaminación marina,Reducir contaminación marina.
2030,2,14.2,Ecosistemas marinos,Proteger ecosistemas marinos y costeros.
2030,2,14.3,Acidificación océanos,Reducir acidificación de océanos.
2030,2,14.4,Pesca sostenible,Regular pesca y eliminar prácticas destructivas.
2030,2,14.5,Áreas marinas protegidas,Conservar zonas marinas y costeras.
2030,2,14.6,Subsidios pesca,Eliminar subsidios que fomentan sobrepesca.
2030,2,14.7,Economía azul,Aumentar beneficios sostenibles para pequeños estados insulares.
2030,2,14.a,Investigación marina,Fortalecer investigación científica marina.
2030,2,14.b,Pesca artesanal,Apoyar pesca artesanal sostenible.
2030,2,14.c,Derecho marítimo,Aplicar derecho internacional del mar.
2030,2,15.1,Ecosistemas terrestres,Conservar ecosistemas terrestres y de agua dulce.
2030,2,15.2,Bosques sostenibles,Gestionar bosques y detener deforestación.
2030,2,15.3,Degradación tierras,Restaurar tierras degradadas.
2030,2,15.4,Ecosistemas montaña,Conservar ecosistemas de montaña.
2030,2,15.5,Biodiversidad,Detener pérdida de biodiversidad.
2030,2,15.6,Recursos genéticos,Garantizar acceso justo a recursos genéticos.
2030,2,15.7,Tráfico especies,Combatir caza furtiva y tráfico ilegal.
2030,2,15.8,Especies invasoras,Prevenir especies exóticas invasoras.
2030,2,15.9,Biodiversidad políticas,Integrar biodiversidad en planificación nacional.
2030,2,15.a,Financiación ecosistemas,Movilizar recursos para conservación.
2030,2,15.b,Gestión forestal,Financiar gestión forestal sostenible.
2030,2,15.c,Caza furtiva,Apoyar lucha contra caza furtiva.
2030,2,16.1,Reducir violencia,Reducir todas las formas de violencia y mortalidad relacionada.
2030,2,16.2,Protección infancia,"Eliminar abuso, explotación y violencia contra niños."
2030,2,16.3,Estado de derecho,Promover justicia e igualdad ante la ley.
2030,2,16.4,Crimen organizado,Reducir flujos ilícitos y delincuencia organizada.
2030,2,16.5,Corrupción,Reducir corrupción y sobornos.
2030,2,16.6,Instituciones eficaces,Desarrollar instituciones transparentes y responsables.
2030,2,16.7,Decisiones inclusivas,Garantizar toma de decisiones inclusiva.
2030,2,16.8,Participación global,Fortalecer participación en gobernanza mundial.
2030,2,16.9,Identidad legal,Garantizar identidad legal para todos.
2030,2,16.10,Acceso información,Garantizar acceso público a la información.
2030,2,16.a,Instituciones nacionales,Fortalecer instituciones para prevenir violencia.
2030,2,16.b,No discriminación,Promover leyes y políticas no discriminatorias.
2030,2,17.10,Recaudación interna,Fortalecer movilización de recursos internos.
2030,2,17.2,Ayuda desarrollo,Cumplir compromisos de ayuda oficial.
2030,2,17.3,Recursos financieros,Movilizar recursos adicionales para desarrollo.
2030,2,17.4,Sostenibilidad deuda,Apoyar gestión sostenible de la deuda.
2030,2,17.5,Inversión sostenible,Promover inversión en países menos adelantados.
2030,2,17.6,Cooperación tecnológica,Mejorar cooperación en ciencia y tecnología.
2030,2,17.7,Transferencia tecnológica,Facilitar transferencia de tecnologías sostenibles.
2030,2,17.8,Banco tecnología,Poner en funcionamiento banco de tecnología.
2030,2,17.9,Creación capacidad,Apoyar fortalecimiento de capacidades.
2030,2,17.1,Sistema comercio,Promover sistema comercial multilateral.
2030,2,17.11,Exportaciones desarrollo,Aumentar exportaciones de países en desarrollo.
2030,2,17.12,Acceso mercados,Garantizar acceso preferencial a mercados.
2030,2,17.13,Estabilidad macroeconómica,Mejorar estabilidad macroeconómica mundial.
2030,2,17.14,Coherencia políticas,Aumentar coherencia de políticas para desarrollo.
2030,2,17.15,Soberanía políticas,Respetar liderazgo nacional en políticas.
2030,2,17.16,Alianzas globales,Fortalecer alianzas para desarrollo sostenible.
2030,2,17.17,Alianzas público-privadas,Fomentar alianzas eficaces.
2030,2,17.18,Datos desglosados,Mejorar disponibilidad de datos desglosados.
2030,2,17.19,Medición progreso,Desarrollar indicadores complementarios al PIB.
TARRAGONA,1,1,"CONECTADA, ORDENADA Y EQUILIBRADA TERRITORIALMENTE",
TARRAGONA,1,2,"IGUAL, SOCIAL E INCLUSIVA",
TARRAGONA,1,3,CON IDENTIDAD y PATRIMONIO CULTURAL COMPARTIDO,
TARRAGONA,1,4,"INNOVADORA, COMPETITIVA Y CON UNA ECONOMÍA DIVERSIFICADA",
TARRAGONA,1,5,"RESILIENTE, SOSTENIBLE Y COMPROMETIDA CON LA TRANSICIÓN ECOLÓGICA",
TARRAGONA,1,6,"COOPERATIVA, BIEN GOBERNADA Y CON SERVICIOS COMPARTIDOS",
TARRAGONA,2,1.1,Impulsar una planificación territorial metropolitana basada en datos y con gobernanza compartida,
TARRAGONA,2,1.2,"Desarrollar un sistema metropolitano de movilidad y conectividad integrado, sostenible y accesible",
TARRAGONA,2,1.3,Avanzar hacia una metrópolis más inteligente y conectada,
TARRAGONA,2,2.1,Fortalecer la cohesión social. La igualdad y la inclusión en el conjunto del territorio,
TARRAGONA,2,2.2,Garantizar el derecho a la vivienda asequible mediante una política coordinada,
TARRAGONA,2,3.1,Preservar y poner en valor el patrimonio natural y cultural como elemento compartido de identidad metropolitana,
TARRAGONA,2,3.2,Impulsar un modelo de patrimonio accesible y vinculado al desarrollo del territorio,
TARRAGONA,2,4.1,Promover la competitividad de la actividad económica metropolitana,
TARRAGONA,2,4.2,Fortalecer la gestión del talento para preservar el tejido productivo de proximidad,
TARRAGONA,2,4.3,Promover la sostenibilidad de modelo económico,
TARRAGONA,2,5.1,Fortalecer la resiliencia climática y reducir la vulnerabilidad del territorio frente a riesgos ambientales,
TARRAGONA,2,5.2,Impulsar una gestión eficiente de los recursos naturales y avanzar hacia una economía circular,
TARRAGONA,2,6.1,"Consolidar una estructura de gobernanza metropolitana estable, operativa y reconocida",
TARRAGONA,2,6.2,"Impulsar servicios compartidos como palanca de eficiencia, sostenibilidad y cohesión territorial",
